ID,Age,Gender,Residence.Ownership,number.of.dependants,status
7949,30,MALE,OWNED,0,GOOD
7950,36,MALE,OWNED,2,GOOD
7951,40,MALE,OWNED,1,GOOD
7952,35,MALE,PARENTS,1,GOOD
7953,33,MALE,OWNED,2,GOOD
7954,24,MALE,OWNED,0,GOOD
7955,32,FEMALE,OWNED,1,GOOD
7956,34,FEMALE,OWNED,2,GOOD
7957,26,MALE,OWNED,1,GOOD
7958,42,FEMALE,OWNED,4,GOOD
7959,42,MALE,RENT,5,BAD
7960,39,MALE,RENT,4,BAD
7961,31,MALE,OWNED,3,GOOD
7962,27,MALE,OWNED,0,GOOD
7963,37,MALE,OWNED,5,GOOD
7964,25,FEMALE,OWNED,1,GOOD
7965,39,FEMALE,RENT,1,BAD
7966,33,MALE,OWNED,2,GOOD
7967,46,FEMALE,OWNED,1,GOOD
7968,37,FEMALE,PARENTS,2,GOOD
7969,42,MALE,PARENTS,4,GOOD
7970,37,MALE,RENT,1,BAD
7971,31,FEMALE,RENT,5,BAD
7972,34,MALE,OTHERS,0,GOOD
7973,25,FEMALE,OWNED,1,GOOD
7974,43,MALE,PARENTS,0,GOOD
7975,35,FEMALE,OWNED,2,GOOD
7976,49,FEMALE,RENT,0,GOOD
7977,41,MALE,OWNED,3,GOOD
7978,25,MALE,RENT,1,BAD
7979,34,FEMALE,OTHERS,3,BAD
7980,43,FEMALE,RENT,1,GOOD
7981,25,MALE,RENT,1,BAD
7982,43,MALE,OWNED,0,GOOD
7983,24,FEMALE,OWNED,0,GOOD
7984,36,FEMALE,RENT,3,GOOD
7985,42,MALE,OTHERS,4,BAD
7986,32,FEMALE,OWNED,3,GOOD
7987,32,FEMALE,OWNED,1,GOOD
7988,42,FEMALE,OWNED,2,GOOD
7989,24,FEMALE,PARENTS,0,BAD
7990,37,FEMALE,RENT,2,BAD
7991,34,MALE,OWNED,3,GOOD
7992,38,MALE,RENT,1,GOOD
7993,32,MALE,OWNED,1,GOOD
7994,30,FEMALE,OWNED,0,GOOD
7995,36,FEMALE,RENT,1,GOOD
7996,46,FEMALE,RENT,2,BAD
7997,35,MALE,OWNED,4,GOOD
7998,31,MALE,RENT,3,BAD
7999,39,MALE,OTHERS,3,BAD
8000,38,MALE,OWNED,1,BAD
8001,27,MALE,OWNED,0,GOOD
8002,35,FEMALE,PARENTS,0,GOOD
8003,49,MALE,RENT,3,BAD
8004,32,FEMALE,OWNED,5,GOOD
8005,35,MALE,OWNED,1,GOOD
8006,39,FEMALE,OWNED,5,GOOD
8007,27,MALE,OWNED,0,GOOD
8008,55,MALE,OWNED,3,GOOD
8009,38,FEMALE,RENT,0,GOOD
8010,29,MALE,RENT,1,BAD
8011,32,MALE,OWNED,5,GOOD
8012,29,MALE,OWNED,3,BAD
8013,33,FEMALE,OWNED,5,GOOD
8014,39,FEMALE,OWNED,3,GOOD
8015,41,MALE,OTHERS,2,GOOD
8016,36,MALE,OWNED,2,GOOD
8017,32,FEMALE,OWNED,3,GOOD
8018,32,MALE,OWNED,1,GOOD
8019,38,FEMALE,RENT,0,GOOD
8020,31,FEMALE,OWNED,5,GOOD
8021,28,MALE,OWNED,4,BAD
8022,38,MALE,RENT,4,BAD
8023,39,MALE,RENT,2,GOOD
8024,35,FEMALE,RENT,2,BAD
8025,24,FEMALE,OTHERS,3,GOOD
8026,28,MALE,OTHERS,1,BAD
8027,45,MALE,OWNED,4,GOOD
8028,32,MALE,RENT,5,BAD
8029,43,MALE,OWNED,5,GOOD
8030,29,FEMALE,OWNED,4,GOOD
8031,27,FEMALE,OWNED,0,GOOD
8032,30,FEMALE,RENT,5,GOOD
8033,36,MALE,OTHERS,5,BAD
8034,26,FEMALE,RENT,1,GOOD
8035,34,MALE,RENT,0,BAD
8036,32,FEMALE,RENT,5,GOOD
8037,38,MALE,OWNED,3,GOOD
8038,38,FEMALE,OWNED,3,GOOD
8039,45,MALE,RENT,0,GOOD
8040,48,FEMALE,OWNED,1,GOOD
8041,25,FEMALE,OWNED,1,GOOD
8042,39,FEMALE,OWNED,2,GOOD
8043,26,FEMALE,OTHERS,0,GOOD
8044,31,MALE,OWNED,0,GOOD
8045,48,FEMALE,OTHERS,4,GOOD
8046,48,MALE,PARENTS,2,GOOD
8047,44,MALE,OWNED,5,GOOD
8048,34,FEMALE,OWNED,3,GOOD
8049,36,MALE,PARENTS,5,GOOD
8050,41,FEMALE,PARENTS,5,GOOD
8051,27,MALE,RENT,0,GOOD
8052,26,MALE,RENT,0,BAD
8053,36,MALE,OWNED,4,GOOD
8054,32,MALE,OTHERS,5,BAD
8055,40,MALE,RENT,5,BAD
8056,35,FEMALE,OWNED,0,BAD
8057,35,MALE,PARENTS,2,GOOD
8058,23,MALE,PARENTS,1,BAD
8059,34,MALE,OTHERS,3,GOOD
8060,34,FEMALE,OTHERS,3,BAD
8061,42,FEMALE,OWNED,5,BAD
8062,37,MALE,OWNED,0,GOOD
8063,35,MALE,OTHERS,0,GOOD
8064,33,MALE,OTHERS,1,BAD
8065,39,MALE,OWNED,5,BAD
8066,37,FEMALE,OWNED,3,GOOD
8067,35,FEMALE,RENT,3,BAD
8068,27,MALE,OWNED,0,GOOD
8069,36,MALE,RENT,2,BAD
8070,34,MALE,OTHERS,3,GOOD
8071,36,MALE,RENT,3,GOOD
8072,35,MALE,OTHERS,4,BAD
8073,30,FEMALE,OTHERS,0,GOOD
8074,36,FEMALE,RENT,0,GOOD
8075,35,FEMALE,RENT,5,BAD
8076,39,MALE,RENT,4,BAD
8077,37,MALE,OWNED,1,GOOD
8078,33,FEMALE,OTHERS,0,BAD
8079,30,MALE,OTHERS,4,BAD
8080,36,MALE,OWNED,4,GOOD
8081,29,MALE,OWNED,0,GOOD
8082,22,FEMALE,OTHERS,1,GOOD
8083,39,MALE,OTHERS,4,GOOD
8084,35,MALE,OWNED,4,BAD
8085,26,FEMALE,RENT,0,GOOD
8086,27,FEMALE,RENT,0,BAD
8087,30,MALE,OWNED,5,GOOD
8088,29,FEMALE,OWNED,1,GOOD
8089,45,FEMALE,RENT,1,GOOD
8090,45,MALE,OWNED,2,GOOD
8091,36,MALE,OWNED,0,GOOD
8092,38,FEMALE,OWNED,0,GOOD
8093,42,MALE,OWNED,4,GOOD
8094,40,FEMALE,OTHERS,3,GOOD
8095,32,MALE,OWNED,3,BAD
8096,37,FEMALE,OTHERS,2,BAD
8097,27,MALE,RENT,1,BAD
8098,33,FEMALE,OWNED,0,GOOD
8099,43,MALE,RENT,4,BAD
8100,33,FEMALE,OWNED,4,GOOD
8101,32,FEMALE,OWNED,1,GOOD
8102,42,FEMALE,OWNED,0,GOOD
8103,30,MALE,OWNED,3,GOOD
8104,35,MALE,RENT,1,GOOD
8105,34,FEMALE,RENT,4,BAD
8106,38,MALE,OWNED,1,GOOD
8107,39,MALE,OTHERS,0,GOOD
8108,50,FEMALE,OTHERS,4,GOOD
8109,35,MALE,OTHERS,0,GOOD
8110,22,MALE,OWNED,1,GOOD
8111,48,MALE,OWNED,4,GOOD
8112,38,MALE,PARENTS,0,GOOD
8113,36,MALE,RENT,2,GOOD
8114,42,FEMALE,OWNED,1,GOOD
8115,29,MALE,RENT,1,BAD
8116,39,MALE,OWNED,2,GOOD
8117,26,MALE,RENT,1,BAD
8118,40,MALE,OTHERS,3,BAD
8119,39,FEMALE,OTHERS,5,GOOD
8120,49,FEMALE,OWNED,0,GOOD
8121,38,MALE,OWNED,5,BAD
8122,29,MALE,OWNED,4,GOOD
8123,35,FEMALE,RENT,0,GOOD
8124,26,MALE,PARENTS,5,BAD
8125,27,MALE,OWNED,0,GOOD
8126,43,MALE,RENT,1,BAD
8127,28,MALE,OWNED,4,BAD
8128,28,MALE,RENT,0,BAD
8129,26,FEMALE,OWNED,0,GOOD
8130,31,FEMALE,OWNED,1,GOOD
8131,46,FEMALE,RENT,4,GOOD
8132,40,FEMALE,OWNED,2,GOOD
8133,45,FEMALE,OTHERS,5,GOOD
8134,40,FEMALE,RENT,4,BAD
8135,27,MALE,RENT,0,BAD
8136,30,MALE,OWNED,0,BAD
8137,36,MALE,OWNED,1,GOOD
8138,28,MALE,RENT,0,GOOD
8139,37,MALE,RENT,0,GOOD
8140,38,MALE,OTHERS,4,GOOD
8141,30,FEMALE,RENT,4,BAD
8142,35,MALE,RENT,4,BAD
8143,29,MALE,RENT,4,BAD
8144,31,MALE,RENT,0,BAD
8145,33,FEMALE,OTHERS,3,GOOD
8146,34,FEMALE,OTHERS,3,BAD
8147,42,MALE,PARENTS,0,BAD
8148,42,MALE,OWNED,4,BAD
8149,37,MALE,OWNED,4,BAD
8150,37,FEMALE,OWNED,5,GOOD
8151,37,FEMALE,OWNED,2,GOOD
8152,26,MALE,RENT,0,BAD
8153,42,MALE,RENT,4,BAD
8154,31,FEMALE,RENT,0,BAD
8155,38,FEMALE,OWNED,1,GOOD
8156,39,FEMALE,OWNED,5,GOOD
8157,34,FEMALE,RENT,4,GOOD
8158,26,MALE,RENT,1,BAD
8159,47,MALE,OWNED,1,GOOD
8160,41,MALE,PARENTS,4,BAD
8161,33,FEMALE,OWNED,2,GOOD
8162,38,MALE,RENT,5,BAD
8163,34,MALE,OWNED,4,GOOD
8164,34,FEMALE,RENT,5,BAD
8165,26,MALE,PARENTS,1,GOOD
8166,29,MALE,OWNED,1,GOOD
8167,34,MALE,RENT,2,BAD
8168,35,MALE,OTHERS,1,BAD
8169,37,MALE,OWNED,5,GOOD
8170,31,FEMALE,OWNED,2,GOOD
8171,32,MALE,OWNED,2,GOOD
8172,36,FEMALE,RENT,2,BAD
8173,38,MALE,OWNED,2,BAD
8174,38,MALE,OWNED,2,GOOD
8175,36,MALE,OWNED,0,GOOD
8176,33,FEMALE,PARENTS,1,GOOD
8177,30,FEMALE,RENT,0,BAD
8178,38,FEMALE,RENT,2,BAD
8179,37,MALE,RENT,5,BAD
8180,44,MALE,OWNED,4,GOOD
8181,36,FEMALE,OTHERS,0,GOOD
8182,38,MALE,OWNED,3,GOOD
8183,26,MALE,RENT,0,GOOD
8184,42,FEMALE,OWNED,1,GOOD
8185,43,MALE,OWNED,1,GOOD
8186,40,MALE,OWNED,3,GOOD
8187,30,MALE,OWNED,0,GOOD
8188,25,MALE,PARENTS,0,BAD
8189,41,FEMALE,OWNED,2,GOOD
8190,37,MALE,OWNED,3,GOOD
8191,44,MALE,RENT,0,GOOD
8192,33,MALE,RENT,3,BAD
8193,39,FEMALE,OWNED,5,GOOD
8194,35,MALE,PARENTS,3,BAD
8195,29,MALE,RENT,5,BAD
8196,26,MALE,OWNED,0,GOOD
8197,42,MALE,OWNED,0,GOOD
8198,39,MALE,OWNED,4,GOOD
8199,33,FEMALE,RENT,2,GOOD
8200,25,FEMALE,OWNED,0,GOOD
8201,28,FEMALE,OWNED,0,GOOD
8202,29,MALE,OWNED,0,GOOD
8203,28,MALE,OTHERS,1,GOOD
8204,28,FEMALE,OWNED,4,GOOD
8205,29,MALE,OWNED,0,GOOD
8206,33,MALE,RENT,0,GOOD
8207,37,FEMALE,RENT,1,BAD
8208,31,MALE,OWNED,4,BAD
8209,29,FEMALE,OWNED,1,GOOD
8210,35,MALE,RENT,3,BAD
8211,42,FEMALE,OWNED,3,GOOD
8212,38,MALE,RENT,3,BAD
8213,31,FEMALE,RENT,0,BAD
8214,30,FEMALE,RENT,0,BAD
8215,36,MALE,OWNED,2,BAD
8216,34,MALE,OWNED,3,GOOD
8217,33,MALE,OWNED,3,BAD
8218,31,MALE,RENT,5,GOOD
8219,36,MALE,OWNED,5,BAD
8220,43,FEMALE,PARENTS,0,GOOD
8221,38,MALE,OWNED,2,GOOD
8222,30,MALE,RENT,1,BAD
8223,35,FEMALE,RENT,0,GOOD
8224,36,FEMALE,OWNED,2,GOOD
8225,29,MALE,RENT,3,BAD
8226,38,FEMALE,RENT,5,BAD
8227,47,MALE,OWNED,1,GOOD
8228,36,MALE,RENT,5,BAD
8229,42,FEMALE,OWNED,2,GOOD
8230,45,FEMALE,OWNED,4,GOOD
8231,41,MALE,OWNED,4,GOOD
8232,53,MALE,OWNED,0,GOOD
8233,40,MALE,OWNED,2,GOOD
8234,40,MALE,OWNED,4,BAD
8235,40,FEMALE,RENT,3,BAD
8236,39,MALE,PARENTS,2,GOOD
8237,31,MALE,RENT,1,BAD
8238,29,FEMALE,RENT,0,GOOD
8239,43,MALE,OWNED,0,GOOD
8240,43,MALE,RENT,5,BAD
8241,37,FEMALE,RENT,2,GOOD
8242,42,FEMALE,RENT,2,GOOD
8243,38,MALE,OWNED,4,GOOD
8244,46,MALE,OWNED,2,GOOD
8245,34,FEMALE,RENT,3,BAD
8246,45,MALE,RENT,5,BAD
8247,40,FEMALE,RENT,3,GOOD
8248,29,MALE,OWNED,0,GOOD
8249,38,FEMALE,RENT,4,GOOD
8250,24,MALE,OTHERS,0,BAD
8251,22,MALE,PARENTS,0,GOOD
8252,27,MALE,RENT,0,BAD
8253,34,MALE,OWNED,3,GOOD
8254,32,MALE,RENT,5,BAD
8255,33,FEMALE,RENT,3,BAD
8256,39,MALE,OWNED,4,BAD
8257,40,FEMALE,OWNED,1,GOOD
8258,27,FEMALE,OWNED,1,GOOD
8259,35,FEMALE,OWNED,0,GOOD
8260,40,MALE,OWNED,4,GOOD
8261,33,MALE,RENT,5,BAD
8262,33,FEMALE,RENT,3,BAD
8263,40,FEMALE,OWNED,3,GOOD
8264,34,MALE,OWNED,3,GOOD
8265,29,MALE,OWNED,0,GOOD
8266,48,FEMALE,OWNED,4,GOOD
8267,23,FEMALE,OWNED,0,GOOD
8268,32,MALE,OWNED,4,BAD
8269,31,FEMALE,RENT,5,BAD
8270,33,MALE,RENT,1,BAD
8271,31,MALE,OWNED,3,GOOD
8272,38,MALE,OWNED,1,GOOD
8273,29,FEMALE,OTHERS,5,BAD
8274,31,MALE,RENT,0,GOOD
8275,35,MALE,PARENTS,5,BAD
8276,38,MALE,OWNED,0,GOOD
8277,34,FEMALE,OWNED,0,GOOD
8278,42,MALE,OWNED,4,BAD
8279,40,MALE,RENT,1,BAD
8280,33,FEMALE,RENT,2,BAD
8281,40,MALE,OTHERS,1,BAD
8282,24,MALE,PARENTS,1,BAD
8283,29,FEMALE,PARENTS,0,GOOD
8284,37,FEMALE,OWNED,2,GOOD
8285,41,MALE,OWNED,1,GOOD
8286,27,MALE,RENT,0,BAD
8287,39,MALE,OWNED,1,GOOD
8288,36,FEMALE,OWNED,0,GOOD
8289,35,FEMALE,OWNED,3,GOOD
8290,30,MALE,OWNED,2,GOOD
8291,37,MALE,OWNED,5,GOOD
8292,41,MALE,OTHERS,5,BAD
8293,41,FEMALE,OWNED,2,GOOD
8294,27,MALE,OWNED,0,GOOD
8295,42,MALE,PARENTS,1,GOOD
8296,36,MALE,OWNED,3,BAD
8297,39,FEMALE,PARENTS,5,BAD
8298,29,MALE,RENT,4,BAD
8299,35,MALE,PARENTS,4,GOOD
8300,37,MALE,RENT,3,BAD
8301,41,FEMALE,OWNED,5,BAD
8302,39,MALE,OWNED,4,BAD
8303,30,MALE,OWNED,0,GOOD
8304,30,MALE,OTHERS,4,BAD
8305,37,MALE,OWNED,4,GOOD
8306,42,MALE,OWNED,4,BAD
8307,28,MALE,RENT,4,BAD
8308,27,MALE,OWNED,0,GOOD
8309,31,MALE,OWNED,2,GOOD
8310,28,MALE,RENT,2,BAD
8311,40,MALE,OWNED,5,GOOD
8312,28,MALE,OTHERS,1,GOOD
8313,35,MALE,OWNED,2,GOOD
8314,37,FEMALE,OWNED,0,GOOD
8315,34,FEMALE,OTHERS,4,GOOD
8316,32,FEMALE,RENT,1,BAD
8317,31,MALE,OWNED,4,BAD
8318,34,FEMALE,RENT,1,GOOD
8319,33,MALE,RENT,5,BAD
8320,26,MALE,PARENTS,1,BAD
8321,31,MALE,OWNED,4,BAD
8322,30,FEMALE,RENT,0,GOOD
8323,33,FEMALE,RENT,3,GOOD
8324,34,MALE,OTHERS,2,BAD
8325,31,MALE,PARENTS,3,BAD
8326,31,MALE,OTHERS,2,BAD
8327,18,MALE,PARENTS,1,BAD
8328,37,FEMALE,RENT,1,GOOD
8329,35,MALE,RENT,5,GOOD
8330,31,MALE,OTHERS,5,GOOD
8331,35,FEMALE,PARENTS,0,GOOD
8332,30,FEMALE,RENT,4,BAD
8333,41,MALE,PARENTS,3,GOOD
8334,28,FEMALE,OWNED,2,GOOD
8335,38,FEMALE,RENT,2,GOOD
8336,28,MALE,OWNED,0,GOOD
8337,39,FEMALE,PARENTS,3,GOOD
8338,32,FEMALE,RENT,3,GOOD
8339,44,FEMALE,RENT,1,GOOD
8340,33,MALE,OWNED,4,GOOD
8341,38,FEMALE,OWNED,0,GOOD
8342,31,FEMALE,RENT,4,BAD
8343,31,MALE,OWNED,3,GOOD
8344,39,MALE,OWNED,1,GOOD
8345,31,MALE,RENT,3,BAD
8346,33,MALE,OWNED,2,GOOD
8347,34,MALE,RENT,3,BAD
8348,22,FEMALE,PARENTS,1,BAD
8349,35,FEMALE,RENT,2,GOOD
8350,41,MALE,PARENTS,1,BAD
8351,23,FEMALE,PARENTS,5,BAD
8352,36,MALE,OWNED,5,BAD
8353,27,MALE,OTHERS,1,BAD
8354,30,FEMALE,OWNED,1,GOOD
8355,41,MALE,OWNED,4,BAD
8356,35,MALE,OWNED,0,GOOD
8357,58,MALE,RENT,2,GOOD
8358,36,FEMALE,OWNED,2,GOOD
8359,43,MALE,RENT,4,BAD
8360,35,FEMALE,OWNED,4,GOOD
8361,34,FEMALE,OWNED,3,GOOD
8362,35,MALE,RENT,0,GOOD
8363,25,FEMALE,OWNED,0,GOOD
8364,42,MALE,RENT,1,BAD
8365,37,MALE,PARENTS,0,BAD
8366,28,MALE,OWNED,0,GOOD
8367,41,MALE,RENT,4,GOOD
8368,42,MALE,PARENTS,0,GOOD
8369,27,FEMALE,OTHERS,0,BAD
8370,35,FEMALE,PARENTS,1,BAD
8371,43,MALE,RENT,2,BAD
8372,38,MALE,OWNED,2,GOOD
8373,38,MALE,OWNED,4,BAD
8374,29,MALE,OWNED,5,GOOD
8375,37,MALE,RENT,3,GOOD
8376,21,FEMALE,OWNED,0,GOOD
8377,39,MALE,PARENTS,0,GOOD
8378,47,MALE,RENT,3,GOOD
8379,36,FEMALE,OTHERS,1,GOOD
8380,27,FEMALE,RENT,1,GOOD
8381,38,FEMALE,RENT,4,BAD
8382,29,FEMALE,OWNED,1,GOOD
8383,41,MALE,OWNED,0,GOOD
8384,37,MALE,OWNED,2,GOOD
8385,28,FEMALE,RENT,1,GOOD
8386,31,MALE,OWNED,1,GOOD
8387,38,FEMALE,RENT,0,GOOD
8388,33,FEMALE,OWNED,1,GOOD
8389,45,MALE,PARENTS,2,GOOD
8390,31,MALE,PARENTS,5,GOOD
8391,37,FEMALE,OTHERS,0,GOOD
8392,41,MALE,OWNED,1,GOOD
8393,39,FEMALE,PARENTS,2,GOOD
8394,21,MALE,PARENTS,0,BAD
8395,30,MALE,RENT,0,BAD
8396,39,FEMALE,RENT,1,BAD
8397,32,MALE,RENT,0,BAD
8398,31,MALE,OWNED,1,GOOD
8399,34,FEMALE,OWNED,5,GOOD
8400,41,FEMALE,OWNED,5,GOOD
8401,49,FEMALE,OWNED,2,GOOD
8402,32,MALE,OWNED,2,BAD
8403,35,MALE,PARENTS,0,GOOD
8404,37,FEMALE,RENT,3,GOOD
8405,44,FEMALE,OWNED,4,BAD
8406,29,FEMALE,RENT,1,BAD
8407,46,FEMALE,RENT,2,BAD
8408,40,MALE,OTHERS,0,GOOD
8409,35,MALE,OTHERS,5,BAD
8410,35,FEMALE,OWNED,3,GOOD
8411,39,MALE,RENT,4,BAD
8412,33,MALE,PARENTS,5,BAD
8413,35,MALE,OWNED,5,GOOD
8414,35,FEMALE,OWNED,2,GOOD
8415,32,MALE,RENT,1,BAD
8416,48,FEMALE,RENT,1,GOOD
8417,42,MALE,OWNED,1,BAD
8418,34,FEMALE,OWNED,4,BAD
8419,36,FEMALE,OTHERS,1,GOOD
8420,35,FEMALE,OWNED,3,GOOD
8421,28,FEMALE,RENT,5,GOOD
8422,31,MALE,OWNED,3,BAD
8423,42,FEMALE,OWNED,1,GOOD
8424,38,MALE,RENT,3,BAD
8425,27,MALE,OWNED,1,GOOD
8426,44,MALE,RENT,4,BAD
8427,34,MALE,OTHERS,2,GOOD
8428,31,FEMALE,OWNED,3,GOOD
8429,39,FEMALE,OWNED,4,GOOD
8430,39,MALE,OTHERS,5,BAD
8431,37,FEMALE,OWNED,0,GOOD
8432,31,MALE,OWNED,5,GOOD
8433,30,MALE,OWNED,0,GOOD
8434,42,FEMALE,OWNED,4,GOOD
8435,25,MALE,RENT,1,GOOD
8436,39,MALE,OWNED,5,GOOD
8437,40,MALE,RENT,1,BAD
8438,35,MALE,RENT,2,GOOD
8439,27,FEMALE,OWNED,1,GOOD
8440,24,MALE,OTHERS,0,GOOD
8441,48,FEMALE,OWNED,2,GOOD
8442,29,MALE,RENT,0,GOOD
8443,28,FEMALE,OWNED,0,GOOD
8444,28,MALE,OWNED,0,GOOD
8445,47,FEMALE,OTHERS,5,GOOD
8446,27,MALE,OWNED,0,BAD
8447,28,MALE,OWNED,0,BAD
8448,43,MALE,RENT,0,GOOD
8449,40,MALE,OWNED,0,GOOD
8450,33,MALE,RENT,0,BAD
8451,31,FEMALE,OWNED,0,GOOD
8452,23,MALE,OWNED,0,GOOD
8453,40,MALE,OTHERS,4,BAD
8454,34,FEMALE,RENT,2,BAD
8455,32,FEMALE,OWNED,5,GOOD
8456,35,MALE,PARENTS,2,GOOD
8457,37,MALE,OTHERS,3,BAD
8458,27,FEMALE,RENT,1,BAD
8459,26,MALE,RENT,0,BAD
8460,44,MALE,OWNED,3,GOOD
8461,46,MALE,OWNED,4,GOOD
8462,40,MALE,OWNED,4,BAD
8463,40,MALE,OWNED,0,GOOD
8464,33,MALE,OWNED,2,GOOD
8465,24,FEMALE,OWNED,1,GOOD
8466,29,FEMALE,OWNED,2,GOOD
8467,26,MALE,RENT,1,BAD
8468,36,FEMALE,RENT,3,BAD
8469,30,MALE,OWNED,0,GOOD
8470,36,MALE,OTHERS,5,BAD
8471,33,MALE,OWNED,1,GOOD
8472,33,MALE,OWNED,3,GOOD
8473,28,FEMALE,OWNED,0,GOOD
8474,39,FEMALE,OWNED,5,BAD
8475,40,FEMALE,RENT,5,BAD
8476,30,FEMALE,RENT,5,BAD
8477,28,FEMALE,OWNED,0,GOOD
8478,28,MALE,OWNED,1,GOOD
8479,31,FEMALE,RENT,0,GOOD
8480,34,MALE,OTHERS,2,GOOD
8481,38,MALE,OWNED,2,GOOD
8482,30,MALE,RENT,2,BAD
8483,33,FEMALE,RENT,0,GOOD
8484,36,MALE,OWNED,0,GOOD
8485,37,FEMALE,OWNED,4,GOOD
8486,39,MALE,RENT,1,BAD
8487,33,FEMALE,OWNED,3,GOOD
8488,38,MALE,OTHERS,3,BAD
8489,35,MALE,OTHERS,1,GOOD
8490,32,MALE,OWNED,0,GOOD
8491,26,MALE,OWNED,0,GOOD
8492,37,MALE,OWNED,0,GOOD
8493,40,FEMALE,OWNED,2,GOOD
8494,33,FEMALE,OTHERS,1,GOOD
8495,24,MALE,OWNED,0,BAD
8496,44,MALE,PARENTS,2,GOOD
8497,42,MALE,RENT,1,BAD
8498,35,FEMALE,RENT,4,GOOD
8499,38,MALE,RENT,4,BAD
8500,29,MALE,RENT,1,BAD
8501,43,FEMALE,RENT,1,GOOD
8502,47,FEMALE,RENT,0,BAD
8503,28,MALE,RENT,5,BAD
8504,40,MALE,RENT,1,BAD
8505,40,FEMALE,OWNED,4,GOOD
8506,30,FEMALE,RENT,5,BAD
8507,28,FEMALE,RENT,1,BAD
8508,39,MALE,RENT,4,BAD
8509,35,FEMALE,OWNED,3,GOOD
8510,28,MALE,RENT,0,BAD
8511,57,MALE,OWNED,1,GOOD
8512,32,MALE,OWNED,5,GOOD
8513,30,MALE,OWNED,0,GOOD
8514,32,MALE,RENT,0,BAD
8515,34,MALE,OWNED,1,GOOD
8516,21,FEMALE,PARENTS,1,GOOD
8517,21,FEMALE,OWNED,1,GOOD
8518,25,MALE,PARENTS,2,GOOD
8519,42,FEMALE,OWNED,0,GOOD
8520,30,FEMALE,RENT,4,BAD
8521,31,MALE,OWNED,3,GOOD
8522,36,FEMALE,OWNED,5,GOOD
8523,29,MALE,OWNED,0,GOOD
8524,34,MALE,RENT,0,BAD
8525,34,MALE,OWNED,2,GOOD
8526,30,MALE,RENT,0,BAD
8527,41,MALE,OWNED,2,GOOD
8528,24,MALE,OWNED,0,BAD
8529,41,FEMALE,OWNED,1,GOOD
8530,42,FEMALE,RENT,5,BAD
8531,35,MALE,OWNED,3,GOOD
8532,38,MALE,OWNED,2,GOOD
8533,39,FEMALE,PARENTS,5,GOOD
8534,29,MALE,RENT,1,BAD
8535,43,FEMALE,OWNED,0,GOOD
8536,33,MALE,PARENTS,5,GOOD
8537,27,MALE,RENT,1,BAD
8538,35,FEMALE,PARENTS,1,BAD
8539,37,FEMALE,RENT,0,GOOD
8540,32,FEMALE,OWNED,3,GOOD
8541,34,FEMALE,OTHERS,0,GOOD
8542,37,MALE,OWNED,2,GOOD
8543,33,FEMALE,RENT,1,GOOD
8544,31,MALE,OWNED,3,GOOD
8545,37,MALE,RENT,2,GOOD
8546,36,MALE,RENT,5,BAD
8547,35,MALE,OWNED,3,BAD
8548,42,MALE,OWNED,0,GOOD
8549,36,FEMALE,RENT,0,GOOD
8550,39,FEMALE,RENT,5,BAD
8551,37,MALE,RENT,4,BAD
8552,32,FEMALE,OWNED,3,GOOD
8553,34,FEMALE,PARENTS,5,GOOD
8554,38,MALE,OTHERS,1,GOOD
8555,32,MALE,OWNED,1,GOOD
8556,32,MALE,RENT,0,GOOD
8557,29,FEMALE,RENT,4,BAD
8558,37,MALE,OTHERS,4,BAD
8559,33,MALE,OWNED,4,GOOD
8560,30,MALE,RENT,0,BAD
8561,41,FEMALE,RENT,3,BAD
8562,50,MALE,OWNED,4,GOOD
8563,28,MALE,OWNED,0,GOOD
8564,26,MALE,RENT,0,BAD
8565,31,MALE,OWNED,4,GOOD
8566,34,FEMALE,PARENTS,1,GOOD
8567,32,MALE,RENT,3,BAD
8568,39,MALE,OWNED,0,GOOD
8569,35,FEMALE,OWNED,2,GOOD
8570,41,MALE,OWNED,5,GOOD
8571,39,MALE,OWNED,2,GOOD
8572,34,FEMALE,OWNED,1,GOOD
8573,43,FEMALE,OWNED,0,GOOD
8574,31,FEMALE,OWNED,3,GOOD
8575,39,FEMALE,OWNED,1,GOOD
8576,42,MALE,OWNED,3,GOOD
8577,34,MALE,OTHERS,1,BAD
8578,34,MALE,RENT,2,GOOD
8579,40,MALE,OWNED,1,GOOD
8580,27,FEMALE,RENT,0,GOOD
8581,32,MALE,OWNED,5,GOOD
8582,31,FEMALE,OWNED,0,GOOD
8583,23,MALE,OTHERS,1,BAD
8584,26,MALE,RENT,0,GOOD
8585,36,MALE,OWNED,2,GOOD
8586,34,MALE,RENT,2,BAD
8587,30,MALE,OWNED,0,GOOD
8588,43,MALE,OWNED,5,GOOD
8589,44,MALE,RENT,0,BAD
8590,36,FEMALE,RENT,0,BAD
8591,41,MALE,PARENTS,0,GOOD
8592,33,MALE,OWNED,2,GOOD
8593,30,MALE,OWNED,1,GOOD
8594,30,MALE,RENT,4,BAD
8595,29,MALE,OWNED,5,BAD
8596,28,MALE,OWNED,1,GOOD
8597,34,MALE,OWNED,2,GOOD
8598,31,FEMALE,OWNED,2,GOOD
8599,28,MALE,OWNED,4,GOOD
8600,30,MALE,PARENTS,3,GOOD
8601,41,FEMALE,RENT,5,BAD
8602,36,MALE,PARENTS,1,BAD
8603,29,MALE,OWNED,3,BAD
