ID,Age,Gender,Residence.Ownership,number.of.dependants,status
7519,37,FEMALE,OWNED,3,GOOD
7520,37,MALE,RENT,3,GOOD
7521,35,FEMALE,RENT,0,GOOD
7522,45,FEMALE,RENT,5,BAD
7523,28,MALE,OWNED,0,GOOD
7524,31,FEMALE,OTHERS,0,GOOD
7525,33,FEMALE,OTHERS,1,GOOD
7526,35,FEMALE,OWNED,3,GOOD
7527,30,FEMALE,OTHERS,0,BAD
7528,35,MALE,OWNED,5,BAD
7529,36,MALE,RENT,1,BAD
7530,36,FEMALE,RENT,3,GOOD
7531,33,MALE,RENT,0,BAD
7532,34,FEMALE,OTHERS,0,GOOD
7533,39,MALE,OWNED,1,GOOD
7534,34,FEMALE,OWNED,3,GOOD
7535,42,MALE,OWNED,2,GOOD
7536,40,MALE,OTHERS,2,BAD
7537,35,MALE,OWNED,0,GOOD
7538,30,MALE,OWNED,0,GOOD
7539,39,FEMALE,OWNED,0,GOOD
7540,44,MALE,RENT,3,GOOD
7541,38,FEMALE,RENT,3,GOOD
7542,30,MALE,RENT,0,BAD
7543,37,MALE,RENT,5,BAD
7544,31,FEMALE,OWNED,4,GOOD
7545,35,MALE,OWNED,4,BAD
7546,27,MALE,RENT,0,BAD
7547,28,FEMALE,RENT,1,GOOD
7548,34,FEMALE,PARENTS,2,GOOD
7549,44,FEMALE,OTHERS,0,GOOD
7550,43,FEMALE,OWNED,1,GOOD
7551,37,MALE,OWNED,5,GOOD
7552,40,MALE,OWNED,2,GOOD
7553,33,MALE,OWNED,0,GOOD
7554,31,FEMALE,OWNED,2,GOOD
7555,48,MALE,OWNED,4,GOOD
7556,30,FEMALE,RENT,0,GOOD
7557,35,MALE,RENT,0,GOOD
7558,26,MALE,PARENTS,0,GOOD
7559,30,FEMALE,RENT,0,BAD
7560,28,MALE,RENT,1,BAD
7561,41,MALE,OWNED,0,GOOD
7562,37,FEMALE,OTHERS,3,GOOD
7563,26,FEMALE,PARENTS,0,GOOD
7564,32,MALE,RENT,0,GOOD
7565,41,MALE,RENT,2,BAD
7566,41,MALE,PARENTS,2,BAD
7567,38,MALE,RENT,2,GOOD
7568,29,MALE,OWNED,3,BAD
7569,35,MALE,OWNED,1,GOOD
7570,58,MALE,OWNED,3,GOOD
7571,28,FEMALE,OWNED,1,GOOD
7572,39,MALE,OWNED,4,GOOD
7573,34,MALE,OWNED,3,GOOD
7574,42,MALE,RENT,2,GOOD
7575,34,MALE,RENT,3,GOOD
7576,40,MALE,OTHERS,4,BAD
7577,30,MALE,OTHERS,0,BAD
7578,40,FEMALE,OWNED,0,GOOD
7579,41,FEMALE,OTHERS,3,BAD
7580,15,MALE,PARENTS,1,BAD
7581,40,FEMALE,OTHERS,4,BAD
7582,39,FEMALE,RENT,2,BAD
7583,37,FEMALE,OWNED,3,GOOD
7584,31,MALE,OWNED,3,BAD
7585,44,FEMALE,OWNED,1,GOOD
7586,27,MALE,OWNED,1,GOOD
7587,35,MALE,OTHERS,0,GOOD
7588,26,MALE,OWNED,1,GOOD
7589,31,MALE,OWNED,4,GOOD
7590,32,MALE,OWNED,4,GOOD
7591,34,FEMALE,OWNED,1,GOOD
7592,35,FEMALE,OWNED,4,GOOD
7593,35,MALE,OWNED,1,GOOD
7594,23,FEMALE,PARENTS,0,GOOD
7595,34,FEMALE,RENT,1,GOOD
7596,33,MALE,OWNED,5,BAD
7597,35,MALE,OWNED,0,GOOD
7598,28,MALE,RENT,5,BAD
7599,34,FEMALE,OWNED,2,GOOD
7600,26,MALE,OWNED,0,GOOD
7601,36,FEMALE,RENT,3,BAD
7602,32,FEMALE,OWNED,5,GOOD
7603,44,MALE,OWNED,3,GOOD
7604,31,MALE,PARENTS,4,GOOD
7605,35,MALE,OWNED,3,GOOD
7606,38,MALE,OWNED,5,GOOD
7607,34,FEMALE,PARENTS,2,GOOD
7608,43,MALE,RENT,5,BAD
7609,33,MALE,RENT,1,BAD
7610,30,MALE,OWNED,0,GOOD
7611,26,MALE,OWNED,0,BAD
7612,36,FEMALE,RENT,3,BAD
7613,36,MALE,OWNED,4,GOOD
7614,35,FEMALE,RENT,5,BAD
7615,28,MALE,OWNED,0,GOOD
7616,33,MALE,OWNED,3,GOOD
7617,50,FEMALE,OWNED,4,GOOD
7618,36,MALE,PARENTS,0,BAD
7619,27,FEMALE,OWNED,1,GOOD
7620,29,MALE,OWNED,2,GOOD
7621,23,FEMALE,OWNED,0,GOOD
7622,28,FEMALE,RENT,5,BAD
7623,38,MALE,OWNED,5,GOOD
7624,35,FEMALE,PARENTS,0,GOOD
7625,37,MALE,OWNED,2,GOOD
7626,47,FEMALE,RENT,2,BAD
7627,38,MALE,OWNED,4,GOOD
7628,33,FEMALE,OWNED,1,GOOD
7629,22,FEMALE,OWNED,0,GOOD
7630,32,MALE,OWNED,2,GOOD
7631,42,FEMALE,OWNED,0,GOOD
7632,36,MALE,OWNED,3,GOOD
7633,34,MALE,RENT,3,BAD
7634,32,FEMALE,OWNED,0,GOOD
7635,31,MALE,OWNED,5,GOOD
7636,31,MALE,PARENTS,0,GOOD
7637,36,FEMALE,OWNED,4,BAD
7638,30,MALE,OWNED,4,GOOD
7639,37,FEMALE,OWNED,1,GOOD
7640,24,FEMALE,PARENTS,0,GOOD
7641,28,MALE,OWNED,1,BAD
7642,23,MALE,OWNED,1,GOOD
7643,38,FEMALE,OWNED,5,GOOD
7644,30,MALE,OWNED,1,GOOD
7645,35,MALE,OWNED,3,GOOD
7646,43,MALE,RENT,5,BAD
7647,39,FEMALE,OWNED,2,GOOD
7648,36,FEMALE,OWNED,5,GOOD
7649,36,FEMALE,OWNED,0,GOOD
7650,48,FEMALE,OWNED,5,GOOD
7651,43,MALE,RENT,5,BAD
7652,27,FEMALE,RENT,0,GOOD
7653,34,MALE,PARENTS,0,GOOD
7654,31,MALE,OWNED,2,GOOD
7655,34,MALE,PARENTS,1,GOOD
7656,26,MALE,OWNED,1,GOOD
7657,32,FEMALE,OWNED,3,GOOD
7658,43,FEMALE,OTHERS,5,BAD
7659,36,MALE,PARENTS,3,BAD
7660,47,MALE,OWNED,4,GOOD
7661,32,MALE,OWNED,0,GOOD
7662,38,FEMALE,RENT,5,GOOD
7663,30,FEMALE,OWNED,0,GOOD
7664,26,FEMALE,RENT,1,BAD
7665,31,MALE,OWNED,4,BAD
7666,39,FEMALE,OWNED,0,GOOD
7667,44,MALE,OWNED,1,GOOD
7668,31,FEMALE,OWNED,1,GOOD
7669,38,FEMALE,OWNED,0,GOOD
7670,33,MALE,OTHERS,4,GOOD
7671,29,FEMALE,OWNED,5,GOOD
7672,30,MALE,PARENTS,5,BAD
7673,45,MALE,RENT,5,GOOD
7674,35,FEMALE,RENT,1,GOOD
7675,39,FEMALE,OWNED,4,GOOD
7676,37,MALE,RENT,2,GOOD
7677,46,FEMALE,OWNED,2,GOOD
7678,43,FEMALE,RENT,3,BAD
7679,41,MALE,PARENTS,4,BAD
7680,51,FEMALE,OWNED,5,GOOD
7681,28,FEMALE,OWNED,0,GOOD
7682,27,MALE,PARENTS,0,GOOD
7683,25,MALE,RENT,0,GOOD
7684,35,MALE,OWNED,3,GOOD
7685,28,MALE,OTHERS,2,BAD
7686,48,FEMALE,OWNED,5,GOOD
7687,51,FEMALE,OWNED,5,GOOD
7688,47,FEMALE,RENT,5,GOOD
7689,35,FEMALE,OWNED,4,GOOD
7690,38,MALE,OWNED,3,GOOD
7691,34,MALE,OWNED,4,GOOD
7692,36,MALE,OWNED,3,GOOD
7693,37,MALE,PARENTS,4,BAD
7694,36,MALE,RENT,1,BAD
7695,47,MALE,OWNED,5,GOOD
7696,34,MALE,PARENTS,2,BAD
7697,34,FEMALE,PARENTS,0,GOOD
7698,39,FEMALE,RENT,0,GOOD
7699,46,MALE,RENT,0,BAD
7700,33,MALE,RENT,2,BAD
7701,28,MALE,OWNED,3,GOOD
7702,29,FEMALE,OWNED,4,GOOD
7703,36,MALE,RENT,3,BAD
7704,37,MALE,OWNED,3,GOOD
7705,39,MALE,OTHERS,0,BAD
7706,25,MALE,RENT,1,BAD
7707,33,MALE,OWNED,2,GOOD
7708,40,MALE,OWNED,3,GOOD
7709,32,MALE,RENT,3,BAD
7710,43,MALE,OTHERS,5,BAD
7711,40,MALE,OWNED,4,GOOD
7712,35,FEMALE,RENT,0,GOOD
7713,33,FEMALE,RENT,5,BAD
7714,50,MALE,OWNED,3,GOOD
7715,39,FEMALE,OWNED,1,GOOD
7716,45,MALE,PARENTS,5,BAD
7717,32,FEMALE,OWNED,4,GOOD
7718,35,FEMALE,PARENTS,4,GOOD
7719,37,FEMALE,OWNED,5,GOOD
7720,26,FEMALE,RENT,5,GOOD
7721,38,MALE,RENT,4,BAD
7722,39,FEMALE,OWNED,0,GOOD
7723,38,MALE,RENT,4,BAD
7724,38,MALE,OWNED,3,GOOD
7725,56,MALE,OWNED,1,GOOD
7726,43,MALE,OTHERS,0,GOOD
7727,28,FEMALE,RENT,4,BAD
7728,23,FEMALE,OWNED,4,GOOD
7729,56,MALE,OWNED,1,GOOD
7730,29,MALE,OTHERS,4,BAD
7731,37,MALE,RENT,5,BAD
7732,36,MALE,OWNED,5,BAD
7733,33,FEMALE,OWNED,2,GOOD
7734,37,MALE,OWNED,4,BAD
7735,36,MALE,OWNED,5,GOOD
7736,36,FEMALE,OWNED,3,GOOD
7737,39,MALE,OWNED,0,BAD
7738,36,FEMALE,RENT,3,GOOD
7739,30,FEMALE,OTHERS,0,GOOD
7740,36,FEMALE,RENT,5,GOOD
7741,30,FEMALE,OWNED,3,GOOD
7742,33,MALE,OWNED,4,BAD
7743,37,MALE,OWNED,2,GOOD
7744,25,FEMALE,OWNED,3,GOOD
7745,29,MALE,RENT,1,BAD
7746,20,FEMALE,PARENTS,1,BAD
7747,40,MALE,OWNED,2,GOOD
7748,33,MALE,OTHERS,4,BAD
7749,44,MALE,PARENTS,0,GOOD
7750,50,FEMALE,OWNED,5,GOOD
7751,34,MALE,RENT,0,BAD
7752,35,MALE,OWNED,2,GOOD
7753,32,FEMALE,RENT,0,GOOD
7754,29,FEMALE,OWNED,3,GOOD
7755,37,FEMALE,OWNED,1,GOOD
7756,31,FEMALE,OTHERS,5,BAD
7757,35,MALE,OWNED,2,GOOD
7758,36,MALE,OTHERS,4,BAD
7759,37,FEMALE,OWNED,2,GOOD
7760,34,MALE,PARENTS,3,BAD
7761,48,FEMALE,OWNED,4,GOOD
7762,33,MALE,OWNED,2,GOOD
7763,31,FEMALE,PARENTS,5,GOOD
7764,42,MALE,RENT,1,BAD
7765,41,MALE,RENT,0,GOOD
7766,38,MALE,OWNED,3,GOOD
7767,39,MALE,RENT,1,GOOD
7768,36,FEMALE,OWNED,4,BAD
7769,30,MALE,RENT,5,BAD
7770,38,MALE,OWNED,2,GOOD
7771,33,MALE,OWNED,4,BAD
7772,24,FEMALE,RENT,0,GOOD
7773,36,FEMALE,RENT,1,BAD
7774,38,FEMALE,OWNED,3,GOOD
7775,37,MALE,PARENTS,5,BAD
7776,46,FEMALE,RENT,1,GOOD
7777,39,MALE,PARENTS,3,GOOD
7778,39,MALE,RENT,1,BAD
7779,36,MALE,OWNED,2,GOOD
7780,48,FEMALE,RENT,0,GOOD
7781,31,MALE,RENT,0,BAD
7782,35,MALE,RENT,1,BAD
7783,38,MALE,OWNED,4,GOOD
7784,30,FEMALE,OWNED,1,GOOD
7785,31,FEMALE,RENT,5,BAD
7786,28,MALE,OWNED,0,GOOD
7787,38,MALE,OTHERS,5,BAD
7788,27,FEMALE,RENT,0,GOOD
7789,35,MALE,OWNED,4,GOOD
7790,42,MALE,OWNED,3,GOOD
7791,31,MALE,OWNED,2,GOOD
7792,42,FEMALE,RENT,2,GOOD
7793,26,MALE,RENT,0,BAD
7794,37,MALE,OWNED,5,GOOD
7795,41,FEMALE,RENT,5,GOOD
7796,38,FEMALE,RENT,1,GOOD
7797,33,MALE,RENT,4,BAD
7798,38,FEMALE,RENT,3,BAD
7799,28,MALE,RENT,1,BAD
7800,33,FEMALE,OWNED,0,GOOD
7801,26,MALE,OWNED,1,GOOD
7802,35,MALE,OWNED,4,BAD
7803,38,MALE,OTHERS,1,GOOD
7804,35,MALE,OWNED,1,GOOD
7805,49,MALE,OWNED,2,GOOD
7806,34,FEMALE,RENT,5,GOOD
7807,23,MALE,PARENTS,1,BAD
7808,36,MALE,OWNED,3,GOOD
7809,27,FEMALE,OWNED,0,GOOD
7810,29,FEMALE,RENT,5,BAD
7811,46,FEMALE,RENT,2,BAD
7812,37,FEMALE,RENT,2,BAD
7813,27,MALE,OWNED,4,GOOD
7814,43,MALE,RENT,4,GOOD
7815,30,MALE,OWNED,5,BAD
7816,25,MALE,PARENTS,1,BAD
7817,21,FEMALE,OTHERS,0,GOOD
7818,32,FEMALE,OWNED,3,GOOD
7819,35,MALE,OWNED,5,BAD
7820,41,FEMALE,OWNED,5,GOOD
7821,35,MALE,OWNED,5,GOOD
7822,24,MALE,RENT,0,GOOD
7823,42,FEMALE,OWNED,5,GOOD
7824,42,MALE,OWNED,5,GOOD
7825,43,MALE,OWNED,0,GOOD
7826,42,FEMALE,OWNED,0,GOOD
7827,22,FEMALE,OTHERS,0,GOOD
7828,25,MALE,PARENTS,0,BAD
7829,30,MALE,PARENTS,1,BAD
7830,41,MALE,RENT,2,BAD
7831,31,MALE,RENT,2,GOOD
7832,33,FEMALE,OWNED,0,GOOD
7833,36,MALE,OTHERS,1,BAD
7834,33,FEMALE,OWNED,1,GOOD
7835,39,FEMALE,OTHERS,5,GOOD
7836,39,MALE,RENT,3,BAD
7837,33,FEMALE,RENT,2,BAD
7838,44,FEMALE,RENT,3,GOOD
7839,33,FEMALE,RENT,1,GOOD
7840,35,FEMALE,OWNED,3,GOOD
7841,44,MALE,RENT,2,BAD
7842,42,MALE,RENT,3,BAD
7843,38,FEMALE,RENT,4,GOOD
7844,28,FEMALE,OWNED,0,GOOD
7845,38,FEMALE,RENT,3,BAD
7846,37,MALE,RENT,2,GOOD
7847,45,FEMALE,RENT,4,BAD
7848,34,MALE,OTHERS,2,GOOD
7849,33,MALE,RENT,1,BAD
7850,37,FEMALE,OWNED,1,GOOD
7851,34,FEMALE,RENT,5,GOOD
7852,30,MALE,OWNED,0,GOOD
7853,42,FEMALE,OTHERS,0,GOOD
7854,31,FEMALE,OWNED,4,GOOD
7855,41,FEMALE,OWNED,4,GOOD
7856,26,FEMALE,OWNED,1,GOOD
7857,37,MALE,OWNED,3,GOOD
7858,41,MALE,PARENTS,3,GOOD
7859,35,MALE,OWNED,2,GOOD
7860,38,FEMALE,OTHERS,1,BAD
7861,39,FEMALE,OWNED,4,GOOD
7862,39,MALE,OWNED,1,GOOD
7863,39,MALE,OTHERS,3,BAD
7864,29,MALE,RENT,4,BAD
7865,38,FEMALE,OWNED,3,GOOD
7866,40,MALE,OTHERS,4,BAD
7867,31,MALE,OWNED,3,GOOD
7868,43,MALE,OWNED,0,GOOD
7869,35,MALE,OWNED,3,GOOD
7870,32,MALE,OWNED,1,GOOD
7871,34,FEMALE,OWNED,4,GOOD
7872,22,FEMALE,OTHERS,0,GOOD
7873,43,MALE,PARENTS,5,GOOD
7874,36,MALE,OWNED,2,GOOD
7875,32,FEMALE,OWNED,3,GOOD
7876,34,MALE,OWNED,5,GOOD
7877,45,FEMALE,OWNED,3,GOOD
7878,39,FEMALE,RENT,2,BAD
7879,34,FEMALE,RENT,5,BAD
7880,39,FEMALE,OWNED,0,GOOD
7881,31,MALE,OWNED,1,GOOD
7882,37,FEMALE,OWNED,3,GOOD
7883,46,MALE,PARENTS,2,BAD
7884,22,MALE,RENT,1,BAD
7885,38,FEMALE,OTHERS,0,GOOD
7886,27,MALE,OWNED,0,GOOD
7887,38,MALE,RENT,0,GOOD
7888,27,FEMALE,RENT,1,BAD
7889,27,FEMALE,OWNED,0,GOOD
7890,35,MALE,OWNED,3,GOOD
7891,35,FEMALE,OWNED,5,GOOD
7892,26,MALE,OWNED,0,GOOD
7893,36,FEMALE,OWNED,2,GOOD
7894,34,FEMALE,OWNED,4,GOOD
7895,45,FEMALE,OWNED,1,GOOD
7896,36,FEMALE,OWNED,3,GOOD
7897,29,MALE,OWNED,1,GOOD
7898,30,MALE,OWNED,1,GOOD
7899,32,MALE,RENT,0,GOOD
7900,32,FEMALE,RENT,3,BAD
7901,31,MALE,OTHERS,0,GOOD
7902,37,FEMALE,RENT,1,GOOD
7903,34,FEMALE,PARENTS,5,GOOD
7904,30,FEMALE,RENT,0,GOOD
7905,41,FEMALE,OWNED,5,GOOD
7906,39,MALE,OWNED,1,GOOD
7907,28,MALE,RENT,3,BAD
7908,22,MALE,OWNED,0,GOOD
7909,36,MALE,OTHERS,0,GOOD
7910,36,MALE,OWNED,5,BAD
7911,34,MALE,RENT,1,GOOD
7912,36,FEMALE,OWNED,4,GOOD
7913,45,FEMALE,OWNED,1,GOOD
7914,43,MALE,OWNED,4,GOOD
7915,45,MALE,OWNED,0,GOOD
7916,38,MALE,RENT,1,GOOD
7917,40,MALE,OWNED,4,GOOD
7918,35,FEMALE,OWNED,3,GOOD
7919,32,MALE,RENT,0,BAD
7920,31,MALE,OWNED,5,GOOD
7921,34,FEMALE,OTHERS,2,GOOD
7922,46,FEMALE,RENT,5,GOOD
7923,44,FEMALE,OWNED,2,GOOD
7924,42,FEMALE,OWNED,5,GOOD
7925,26,MALE,RENT,1,BAD
7926,38,FEMALE,OWNED,1,GOOD
7927,31,MALE,OWNED,4,GOOD
7928,29,MALE,OWNED,1,BAD
7929,39,MALE,OWNED,2,GOOD
7930,35,MALE,RENT,3,BAD
7931,34,MALE,OWNED,2,GOOD
7932,26,FEMALE,OWNED,0,GOOD
7933,34,FEMALE,RENT,3,GOOD
7934,25,MALE,OWNED,0,GOOD
7935,35,FEMALE,PARENTS,0,GOOD
7936,41,MALE,RENT,3,BAD
7937,40,MALE,RENT,3,BAD
7938,37,FEMALE,OWNED,4,GOOD
7939,35,FEMALE,OTHERS,1,GOOD
7940,23,FEMALE,OWNED,1,GOOD
7941,36,MALE,OWNED,5,GOOD
7942,30,MALE,OWNED,0,GOOD
7943,36,MALE,OWNED,0,GOOD
7944,46,MALE,OWNED,1,GOOD
7945,44,FEMALE,OTHERS,0,GOOD
7946,33,FEMALE,OWNED,4,GOOD
7947,37,MALE,OWNED,3,GOOD
7948,41,MALE,RENT,3,BAD
7949,37,FEMALE,OWNED,2,GOOD
7950,38,MALE,OWNED,2,BAD
7951,44,MALE,OTHERS,4,BAD
7952,32,MALE,OWNED,4,BAD
7953,45,FEMALE,OWNED,2,GOOD
7954,21,MALE,OWNED,0,GOOD
7955,34,MALE,OWNED,1,GOOD
7956,29,MALE,OTHERS,1,BAD
7957,46,MALE,RENT,1,GOOD
7958,40,MALE,RENT,2,GOOD
7959,39,MALE,RENT,5,BAD
7960,44,MALE,OWNED,5,BAD
7961,40,MALE,PARENTS,4,GOOD
7962,38,FEMALE,OTHERS,2,BAD
7963,49,MALE,OWNED,2,GOOD
7964,34,MALE,RENT,4,BAD
7965,58,MALE,OWNED,3,GOOD
7966,38,MALE,OWNED,2,BAD
7967,44,MALE,OWNED,4,GOOD
7968,29,FEMALE,OWNED,3,GOOD
7969,36,MALE,OWNED,4,GOOD
7970,32,MALE,OWNED,1,GOOD
7971,32,FEMALE,RENT,2,GOOD
7972,33,MALE,RENT,4,BAD
7973,29,MALE,RENT,1,GOOD
7974,38,MALE,OTHERS,2,BAD
7975,29,MALE,RENT,0,GOOD
7976,26,MALE,OWNED,1,GOOD
7977,38,MALE,OWNED,5,BAD
7978,40,MALE,OWNED,2,GOOD
7979,38,MALE,OWNED,0,GOOD
7980,49,FEMALE,RENT,3,BAD
7981,27,MALE,RENT,1,BAD
7982,36,MALE,RENT,2,BAD
7983,27,MALE,OWNED,1,GOOD
7984,29,FEMALE,OTHERS,5,GOOD
7985,32,MALE,RENT,5,GOOD
7986,44,MALE,OWNED,4,GOOD
7987,28,MALE,OWNED,2,BAD
7988,48,MALE,OWNED,1,GOOD
7989,41,MALE,OWNED,2,BAD
7990,30,MALE,OWNED,5,BAD
7991,28,FEMALE,OWNED,0,GOOD
7992,29,MALE,OWNED,0,BAD
7993,35,MALE,OWNED,4,BAD
7994,37,MALE,OWNED,1,GOOD
7995,32,FEMALE,OWNED,1,GOOD
7996,30,MALE,OWNED,2,BAD
7997,41,FEMALE,RENT,4,BAD
7998,36,FEMALE,OWNED,4,GOOD
7999,28,FEMALE,OWNED,1,GOOD
8000,46,MALE,OWNED,2,BAD
8001,35,MALE,OWNED,5,GOOD
8002,31,MALE,RENT,0,GOOD
8003,46,MALE,OWNED,2,GOOD
8004,33,MALE,OTHERS,2,GOOD
8005,32,MALE,PARENTS,2,BAD
8006,40,MALE,OWNED,4,BAD
8007,36,MALE,OWNED,0,GOOD
8008,40,MALE,OTHERS,0,BAD
8009,42,MALE,OWNED,1,GOOD
8010,42,MALE,RENT,1,GOOD
8011,48,MALE,OWNED,2,GOOD
8012,33,FEMALE,OWNED,4,GOOD
8013,36,MALE,PARENTS,3,GOOD
8014,40,MALE,RENT,5,BAD
8015,23,FEMALE,PARENTS,1,BAD
8016,35,FEMALE,OWNED,3,GOOD
8017,36,MALE,OWNED,0,GOOD
8018,32,FEMALE,RENT,0,GOOD
8019,31,MALE,RENT,5,BAD
8020,41,MALE,RENT,0,BAD
8021,31,FEMALE,RENT,3,BAD
8022,38,FEMALE,RENT,4,GOOD
8023,37,MALE,OTHERS,0,BAD
8024,35,FEMALE,RENT,5,GOOD
8025,36,MALE,OTHERS,1,BAD
8026,32,FEMALE,OWNED,0,GOOD
8027,33,FEMALE,RENT,1,BAD
8028,25,FEMALE,OWNED,0,GOOD
8029,38,MALE,OWNED,1,GOOD
8030,36,MALE,RENT,4,BAD
8031,34,MALE,RENT,0,GOOD
8032,31,MALE,OTHERS,1,BAD
8033,30,MALE,RENT,4,BAD
8034,35,MALE,RENT,3,BAD
8035,42,FEMALE,RENT,0,GOOD
8036,36,MALE,PARENTS,0,GOOD
8037,32,MALE,OTHERS,1,BAD
8038,35,MALE,OWNED,4,BAD
8039,32,MALE,OWNED,2,GOOD
8040,33,MALE,OTHERS,3,GOOD
8041,42,FEMALE,RENT,1,BAD
8042,30,FEMALE,RENT,1,GOOD
8043,39,FEMALE,OWNED,2,GOOD
8044,32,MALE,PARENTS,0,GOOD
8045,40,FEMALE,PARENTS,3,GOOD
8046,37,MALE,RENT,0,GOOD
8047,38,MALE,OWNED,5,BAD
8048,34,MALE,OWNED,1,GOOD
8049,31,MALE,RENT,2,BAD
8050,22,MALE,OWNED,1,BAD
8051,42,MALE,OTHERS,4,BAD
8052,40,MALE,OTHERS,5,BAD
8053,35,FEMALE,OWNED,5,GOOD
8054,35,FEMALE,RENT,3,BAD
8055,29,MALE,RENT,0,GOOD
8056,34,FEMALE,OWNED,5,GOOD
8057,41,FEMALE,OWNED,5,GOOD
8058,38,MALE,RENT,3,BAD
8059,30,MALE,OTHERS,1,BAD
8060,22,MALE,PARENTS,1,BAD
8061,35,FEMALE,OTHERS,4,BAD
8062,34,MALE,OWNED,1,GOOD
8063,27,MALE,OWNED,0,GOOD
8064,42,MALE,OWNED,2,GOOD
8065,32,FEMALE,RENT,3,GOOD
8066,39,FEMALE,PARENTS,3,GOOD
8067,37,FEMALE,OWNED,1,GOOD
8068,37,FEMALE,RENT,2,BAD
8069,35,MALE,OWNED,4,BAD
8070,41,MALE,OTHERS,0,BAD
8071,28,FEMALE,RENT,1,BAD
8072,36,FEMALE,RENT,5,BAD
8073,43,FEMALE,PARENTS,4,BAD
8074,29,FEMALE,OWNED,1,GOOD
8075,40,MALE,OWNED,5,GOOD
8076,33,MALE,OWNED,1,GOOD
8077,37,MALE,OWNED,3,GOOD
8078,40,MALE,RENT,5,BAD
8079,50,FEMALE,OWNED,3,GOOD
8080,36,MALE,OWNED,3,BAD
8081,29,MALE,RENT,0,GOOD
8082,35,MALE,OWNED,3,GOOD
8083,37,FEMALE,OWNED,5,BAD
8084,32,FEMALE,OWNED,0,GOOD
8085,29,MALE,OWNED,0,GOOD
8086,41,MALE,OTHERS,5,BAD
8087,36,MALE,OWNED,2,BAD
8088,40,MALE,OWNED,0,GOOD
8089,27,MALE,OTHERS,1,BAD
8090,43,FEMALE,RENT,5,BAD
8091,49,MALE,OTHERS,4,BAD
8092,32,MALE,OWNED,0,GOOD
8093,30,FEMALE,PARENTS,0,GOOD
8094,38,MALE,OWNED,1,GOOD
8095,34,MALE,OTHERS,4,GOOD
8096,34,MALE,RENT,0,GOOD
8097,34,MALE,OWNED,2,GOOD
8098,28,FEMALE,OWNED,2,GOOD
8099,31,MALE,OWNED,0,GOOD
8100,30,MALE,RENT,1,BAD
8101,30,MALE,RENT,1,BAD
8102,39,MALE,OWNED,0,GOOD
8103,37,MALE,OWNED,0,GOOD
8104,47,FEMALE,OWNED,3,GOOD
8105,39,FEMALE,OWNED,4,GOOD
8106,37,MALE,OWNED,4,GOOD
8107,33,MALE,OWNED,2,GOOD
8108,40,MALE,RENT,1,GOOD
8109,44,MALE,RENT,2,BAD
8110,34,FEMALE,OWNED,1,GOOD
8111,35,MALE,OTHERS,2,BAD
8112,43,MALE,OWNED,2,GOOD
8113,32,FEMALE,OWNED,0,GOOD
8114,44,FEMALE,OWNED,3,GOOD
8115,22,FEMALE,OWNED,0,GOOD
8116,29,MALE,OWNED,0,GOOD
8117,40,FEMALE,OWNED,2,GOOD
8118,33,MALE,OWNED,3,BAD
8119,30,MALE,OTHERS,5,BAD
8120,34,FEMALE,OWNED,2,GOOD
8121,40,FEMALE,RENT,4,BAD
8122,33,MALE,RENT,4,BAD
8123,36,MALE,RENT,2,BAD
8124,42,MALE,RENT,4,BAD
8125,33,MALE,RENT,3,BAD
8126,33,MALE,OWNED,1,GOOD
8127,28,MALE,OWNED,1,BAD
8128,39,FEMALE,RENT,2,GOOD
8129,44,FEMALE,OWNED,2,GOOD
8130,31,MALE,OWNED,4,GOOD
8131,28,MALE,RENT,5,BAD
8132,27,MALE,RENT,0,BAD
8133,26,FEMALE,RENT,0,GOOD
8134,33,MALE,RENT,0,GOOD
8135,42,MALE,RENT,4,BAD
8136,34,MALE,RENT,3,GOOD
8137,28,MALE,OWNED,1,GOOD
8138,34,FEMALE,OWNED,3,BAD
8139,58,MALE,OWNED,1,GOOD
8140,37,MALE,RENT,1,BAD
8141,37,FEMALE,OWNED,5,GOOD
8142,37,MALE,PARENTS,2,GOOD
8143,32,MALE,RENT,4,BAD
8144,29,MALE,RENT,3,GOOD
8145,39,FEMALE,OWNED,5,GOOD
8146,39,MALE,OWNED,3,BAD
8147,24,MALE,OTHERS,0,GOOD
8148,44,FEMALE,OWNED,0,GOOD
8149,46,MALE,OWNED,4,GOOD
8150,33,MALE,RENT,2,GOOD
8151,44,MALE,OWNED,1,GOOD
8152,37,FEMALE,PARENTS,4,GOOD
8153,33,FEMALE,OWNED,3,GOOD
8154,27,MALE,RENT,1,BAD
8155,42,FEMALE,OWNED,5,GOOD
8156,36,MALE,PARENTS,2,BAD
8157,40,MALE,PARENTS,5,BAD
8158,36,FEMALE,OWNED,4,GOOD
8159,42,FEMALE,PARENTS,5,BAD
8160,21,FEMALE,OWNED,0,GOOD
8161,39,FEMALE,OWNED,5,GOOD
8162,40,FEMALE,OWNED,3,BAD
8163,25,MALE,OWNED,0,GOOD
8164,35,MALE,OTHERS,4,BAD
8165,33,MALE,OWNED,0,GOOD
8166,29,MALE,OWNED,3,BAD
8167,37,MALE,RENT,0,BAD
8168,41,MALE,OWNED,2,GOOD
8169,32,MALE,OWNED,1,GOOD
8170,28,FEMALE,RENT,0,GOOD
8171,32,MALE,OWNED,2,GOOD
8172,40,MALE,OWNED,3,BAD
