No,usia,income,rumah,lokasi,pernikahan,jenis kelamin,status
5243,35,10.53,OWNED,RURAL,MARRIED,MALE,GOOD
5244,46,4.37,OWNED,RURAL,MARRIED,FEMALE,BAD
5245,34,4.84,PARENTS,RURAL,MARRIED,FEMALE,GOOD
5246,30,5.35,RENT,RURAL,MARRIED,MALE,BAD
5247,41,6.21,OWNED,URBAN,MARRIED,MALE,GOOD
5248,45,5.24,OWNED,RURAL,MARRIED,MALE,GOOD
5249,35,10.11,OWNED,URBAN,SINGLE,MALE,GOOD
5250,43,4.66,OWNED,RURAL,MARRIED,FEMALE,GOOD
5251,39,3.15,OWNED,RURAL,MARRIED,FEMALE,GOOD
5252,37,4.2,RENT,URBAN,MARRIED,MALE,BAD
5253,38,4.44,PARENTS,URBAN,MARRIED,MALE,BAD
5254,38,7.91,PARENTS,RURAL,MARRIED,FEMALE,GOOD
5255,51,3.34,OWNED,RURAL,SINGLE,MALE,GOOD
5256,37,6.64,RENT,URBAN,MARRIED,MALE,BAD
5257,40,13.42,OWNED,URBAN,MARRIED,MALE,GOOD
5258,34,5.01,OWNED,URBAN,SINGLE,FEMALE,GOOD
5259,38,4.12,OWNED,RURAL,SINGLE,MALE,GOOD
5260,40,10.04,OWNED,RURAL,MARRIED,FEMALE,GOOD
5261,45,5.18,OWNED,URBAN,MARRIED,FEMALE,GOOD
5262,39,4.3,OWNED,URBAN,MARRIED,FEMALE,GOOD
5263,40,6.99,OWNED,URBAN,MARRIED,MALE,GOOD
5264,36,8.2,OWNED,URBAN,MARRIED,MALE,GOOD
5265,39,3.6,PARENTS,RURAL,MARRIED,FEMALE,BAD
5266,38,4.65,PARENTS,RURAL,MARRIED,MALE,GOOD
5267,38,12.25,OWNED,RURAL,MARRIED,FEMALE,GOOD
5268,41,4.43,OWNED,RURAL,MARRIED,MALE,GOOD
5269,38,7.63,OWNED,RURAL,SINGLE,FEMALE,GOOD
5270,43,4.41,OWNED,URBAN,MARRIED,FEMALE,GOOD
5271,39,3.27,PARENTS,RURAL,MARRIED,MALE,BAD
5272,37,15.44,OWNED,RURAL,MARRIED,MALE,GOOD
5273,36,8.62,RENT,URBAN,MARRIED,FEMALE,BAD
5274,36,5.39,OWNED,URBAN,MARRIED,MALE,BAD
5275,40,4.05,RENT,RURAL,MARRIED,MALE,BAD
5276,46,3.74,RENT,RURAL,MARRIED,MALE,BAD
5277,41,11.82,OWNED,URBAN,MARRIED,FEMALE,GOOD
5278,32,9.72,OWNED,URBAN,MARRIED,FEMALE,GOOD
5279,37,4.73,OWNED,RURAL,MARRIED,MALE,BAD
5280,39,5.32,OTHERS,URBAN,MARRIED,FEMALE,BAD
5281,40,5.48,OWNED,RURAL,MARRIED,FEMALE,GOOD
5282,36,7.54,RENT,RURAL,MARRIED,FEMALE,BAD
5283,44,9.8,OWNED,URBAN,MARRIED,FEMALE,GOOD
5284,40,6.61,PARENTS,URBAN,MARRIED,MALE,BAD
5285,39,4.62,OWNED,RURAL,MARRIED,FEMALE,GOOD
5286,44,4.76,OWNED,URBAN,MARRIED,FEMALE,GOOD
5287,40,7.02,OWNED,RURAL,MARRIED,MALE,GOOD
5288,45,5.29,OWNED,URBAN,MARRIED,FEMALE,GOOD
5289,36,5.02,OWNED,URBAN,MARRIED,MALE,GOOD
5290,39,3.83,OTHERS,RURAL,MARRIED,FEMALE,BAD
5291,40,9.62,OWNED,URBAN,MARRIED,FEMALE,GOOD
5292,49,3.74,OWNED,URBAN,MARRIED,FEMALE,GOOD
5293,43,5.05,OWNED,RURAL,MARRIED,MALE,GOOD
5294,40,4.76,OWNED,RURAL,MARRIED,FEMALE,GOOD
5295,40,3.17,OWNED,RURAL,MARRIED,FEMALE,GOOD
5296,35,6.19,RENT,URBAN,MARRIED,MALE,BAD
5297,38,5.86,OWNED,URBAN,MARRIED,MALE,BAD
5298,46,19.87,OWNED,URBAN,MARRIED,MALE,GOOD
5299,45,5.37,RENT,RURAL,MARRIED,MALE,BAD
5300,36,8.85,PARENTS,URBAN,MARRIED,FEMALE,GOOD
5301,39,6.98,RENT,URBAN,MARRIED,FEMALE,BAD
5302,36,4.87,OWNED,URBAN,MARRIED,MALE,BAD
5303,41,7.07,PARENTS,URBAN,MARRIED,MALE,BAD
5304,36,5.42,OWNED,RURAL,SINGLE,MALE,GOOD
5305,32,4.69,RENT,RURAL,MARRIED,FEMALE,BAD
5306,39,7.85,OWNED,URBAN,MARRIED,MALE,GOOD
5307,41,10.33,OWNED,URBAN,MARRIED,FEMALE,GOOD
5308,41,7.62,OWNED,URBAN,MARRIED,FEMALE,GOOD
5309,36,6.99,OWNED,URBAN,MARRIED,FEMALE,GOOD
5310,34,9.65,OWNED,RURAL,MARRIED,MALE,GOOD
5311,43,8.19,RENT,RURAL,MARRIED,MALE,BAD
5312,36,10.51,OWNED,RURAL,MARRIED,MALE,GOOD
5313,33,8.75,OWNED,URBAN,SINGLE,MALE,GOOD
5314,40,3.77,OWNED,RURAL,MARRIED,MALE,BAD
5315,33,7.28,OWNED,RURAL,MARRIED,MALE,GOOD
5316,43,8.07,RENT,URBAN,MARRIED,MALE,BAD
5317,36,5.13,OTHERS,RURAL,MARRIED,MALE,BAD
5318,43,3.51,OWNED,URBAN,MARRIED,FEMALE,GOOD
5319,40,6.46,OWNED,URBAN,MARRIED,MALE,GOOD
5320,45,10.54,OWNED,URBAN,MARRIED,MALE,GOOD
5321,36,8.43,OWNED,URBAN,MARRIED,MALE,GOOD
5322,37,7.64,OWNED,URBAN,MARRIED,FEMALE,GOOD
5323,35,5.81,OWNED,URBAN,SINGLE,MALE,GOOD
5324,40,8.17,OWNED,RURAL,MARRIED,MALE,GOOD
5325,40,6.01,OWNED,URBAN,SINGLE,FEMALE,BAD
5326,37,7.07,RENT,URBAN,MARRIED,MALE,BAD
5327,45,6.37,OWNED,URBAN,SINGLE,MALE,GOOD
5328,33,4.98,OWNED,URBAN,MARRIED,MALE,GOOD
5329,41,10.34,OWNED,URBAN,MARRIED,MALE,GOOD
5330,38,4.04,PARENTS,URBAN,MARRIED,MALE,GOOD
5331,41,3.63,OWNED,URBAN,MARRIED,FEMALE,GOOD
5332,39,4.36,RENT,URBAN,MARRIED,MALE,BAD
5333,32,4.99,PARENTS,URBAN,MARRIED,FEMALE,BAD
5334,37,7.71,OWNED,RURAL,SINGLE,MALE,GOOD
5335,33,5.27,OWNED,RURAL,MARRIED,MALE,BAD
5336,40,7.48,OWNED,URBAN,MARRIED,FEMALE,GOOD
5337,32,3.94,OWNED,URBAN,MARRIED,FEMALE,GOOD
5338,46,5.35,OWNED,URBAN,MARRIED,MALE,GOOD
5339,42,16.06,OWNED,RURAL,MARRIED,MALE,GOOD
5340,41,4.38,OWNED,RURAL,MARRIED,MALE,GOOD
5341,47,11.16,OWNED,URBAN,MARRIED,MALE,GOOD
5342,44,13.58,OWNED,URBAN,MARRIED,MALE,GOOD
5343,40,7.88,OWNED,URBAN,MARRIED,MALE,GOOD
5344,39,5.81,OWNED,RURAL,MARRIED,FEMALE,GOOD
5345,41,11.07,OWNED,URBAN,MARRIED,FEMALE,GOOD
5346,40,14.39,RENT,RURAL,MARRIED,MALE,BAD
5347,43,5.9,OWNED,URBAN,MARRIED,MALE,GOOD
5348,49,5.98,OWNED,URBAN,MARRIED,MALE,GOOD
5349,32,6.75,OWNED,RURAL,MARRIED,MALE,GOOD
5350,36,8.71,OWNED,URBAN,MARRIED,FEMALE,GOOD
5351,39,11.14,RENT,URBAN,MARRIED,FEMALE,GOOD
5352,41,5.09,OWNED,URBAN,MARRIED,MALE,GOOD
5353,38,13.75,RENT,URBAN,MARRIED,FEMALE,BAD
5354,38,7.85,OWNED,RURAL,MARRIED,MALE,GOOD
5355,37,7.33,PARENTS,RURAL,MARRIED,FEMALE,BAD
5356,33,6.55,RENT,URBAN,MARRIED,FEMALE,BAD
5357,38,9.62,PARENTS,RURAL,MARRIED,MALE,BAD
5358,38,5.86,OWNED,RURAL,MARRIED,MALE,BAD
5359,46,5.39,OWNED,URBAN,MARRIED,MALE,GOOD
5360,46,6.39,OWNED,RURAL,MARRIED,FEMALE,GOOD
5361,40,7.74,OTHERS,RURAL,MARRIED,MALE,BAD
5362,39,8.98,OWNED,RURAL,MARRIED,FEMALE,GOOD
5363,41,6.17,OWNED,RURAL,MARRIED,FEMALE,GOOD
5364,38,6.42,OWNED,RURAL,MARRIED,FEMALE,GOOD
5365,41,3.97,PARENTS,RURAL,MARRIED,MALE,BAD
5366,36,3.89,OWNED,URBAN,MARRIED,MALE,BAD
5367,41,9.58,OTHERS,RURAL,MARRIED,FEMALE,GOOD
5368,38,5.62,OTHERS,URBAN,MARRIED,FEMALE,BAD
5369,42,5.27,RENT,RURAL,MARRIED,FEMALE,BAD
5370,31,4.69,PARENTS,RURAL,MARRIED,FEMALE,BAD
5371,42,4.74,OWNED,RURAL,MARRIED,MALE,GOOD
5372,42,8.57,OWNED,URBAN,MARRIED,FEMALE,GOOD
5373,43,4.73,OWNED,RURAL,MARRIED,MALE,GOOD
5374,37,5.88,RENT,RURAL,MARRIED,MALE,BAD
5375,37,10.23,OWNED,RURAL,MARRIED,FEMALE,GOOD
5376,43,4.84,OWNED,URBAN,SINGLE,MALE,BAD
5377,36,4.88,OWNED,URBAN,MARRIED,FEMALE,GOOD
5378,38,7.4,OWNED,RURAL,SINGLE,MALE,GOOD
5379,43,5.78,OWNED,RURAL,MARRIED,MALE,GOOD
5380,37,3.7,OWNED,RURAL,MARRIED,MALE,BAD
5381,31,7.25,OWNED,URBAN,SINGLE,FEMALE,GOOD
5382,41,6.04,RENT,URBAN,MARRIED,MALE,BAD
5383,43,4.31,PARENTS,RURAL,SINGLE,MALE,BAD
5384,33,6.84,RENT,URBAN,MARRIED,FEMALE,BAD
5385,44,7.37,OWNED,RURAL,MARRIED,FEMALE,GOOD
5386,40,6.3,PARENTS,RURAL,MARRIED,MALE,BAD
5387,37,5.48,OWNED,URBAN,SINGLE,MALE,GOOD
5388,36,6.14,RENT,URBAN,MARRIED,MALE,BAD
5389,43,9.21,OWNED,URBAN,MARRIED,MALE,GOOD
5390,41,4.47,OWNED,URBAN,SINGLE,FEMALE,GOOD
5391,42,9.59,OWNED,URBAN,MARRIED,MALE,GOOD
5392,36,8.38,PARENTS,URBAN,MARRIED,MALE,BAD
5393,42,11.02,OWNED,URBAN,MARRIED,FEMALE,GOOD
5394,40,7.22,OWNED,RURAL,MARRIED,MALE,GOOD
5395,39,4.01,OWNED,RURAL,MARRIED,FEMALE,GOOD
5396,39,3.47,OWNED,URBAN,MARRIED,MALE,BAD
5397,42,7.48,OWNED,RURAL,MARRIED,FEMALE,GOOD
5398,42,12.67,OWNED,URBAN,MARRIED,MALE,GOOD
5399,41,6.47,OWNED,URBAN,MARRIED,FEMALE,GOOD
5400,41,5.55,RENT,URBAN,MARRIED,MALE,BAD
5401,39,12.09,OWNED,URBAN,MARRIED,MALE,GOOD
5402,50,5.07,OWNED,URBAN,MARRIED,FEMALE,GOOD
5403,37,8.73,OWNED,URBAN,SINGLE,MALE,GOOD
5404,34,5.09,OTHERS,RURAL,MARRIED,FEMALE,BAD
5405,39,8.1,RENT,URBAN,MARRIED,MALE,BAD
5406,40,5.58,OWNED,URBAN,MARRIED,FEMALE,GOOD
5407,40,9.11,OWNED,URBAN,MARRIED,MALE,GOOD
5408,37,7.96,OWNED,URBAN,MARRIED,MALE,GOOD
5409,47,9.81,RENT,URBAN,MARRIED,MALE,GOOD
5410,39,4.9,RENT,RURAL,MARRIED,MALE,BAD
5411,38,5.98,PARENTS,URBAN,MARRIED,MALE,BAD
5412,40,6.86,OWNED,URBAN,MARRIED,MALE,GOOD
5413,45,5.33,OWNED,RURAL,MARRIED,MALE,GOOD
5414,43,3.68,OWNED,URBAN,MARRIED,FEMALE,GOOD
5415,41,12.41,OWNED,RURAL,MARRIED,MALE,GOOD
5416,36,3.77,OWNED,RURAL,MARRIED,MALE,BAD
5417,40,6.16,OWNED,URBAN,SINGLE,FEMALE,GOOD
5418,39,5.6,PARENTS,URBAN,MARRIED,FEMALE,BAD
5419,36,4.77,OWNED,RURAL,MARRIED,MALE,BAD
5420,42,3.93,OWNED,URBAN,MARRIED,MALE,BAD
5421,45,9.25,OWNED,RURAL,MARRIED,MALE,GOOD
5422,35,11.93,PARENTS,URBAN,MARRIED,MALE,GOOD
5423,40,10.2,RENT,URBAN,MARRIED,MALE,BAD
5424,35,5.25,OWNED,URBAN,MARRIED,MALE,BAD
5425,38,6.16,OWNED,URBAN,MARRIED,FEMALE,GOOD
5426,37,5.47,OWNED,RURAL,MARRIED,MALE,GOOD
5427,42,4.7,OWNED,URBAN,MARRIED,MALE,GOOD
5428,37,5.15,OTHERS,RURAL,MARRIED,MALE,BAD
5429,40,7.04,OWNED,URBAN,MARRIED,MALE,GOOD
5430,45,12.61,OWNED,RURAL,SINGLE,FEMALE,GOOD
5431,44,9.99,OWNED,URBAN,SINGLE,MALE,GOOD
5432,40,4.62,OWNED,URBAN,MARRIED,MALE,BAD
5433,38,7.62,OWNED,RURAL,MARRIED,MALE,GOOD
5434,38,10.05,PARENTS,URBAN,SINGLE,FEMALE,GOOD
5435,40,4.96,RENT,URBAN,MARRIED,MALE,BAD
5436,35,5.95,OWNED,RURAL,MARRIED,MALE,BAD
5437,37,10.12,OWNED,RURAL,SINGLE,MALE,GOOD
5438,35,7.08,PARENTS,URBAN,MARRIED,MALE,BAD
5439,39,5.6,OTHERS,URBAN,MARRIED,MALE,BAD
5440,40,6.49,OWNED,RURAL,MARRIED,FEMALE,GOOD
5441,41,7,RENT,URBAN,MARRIED,MALE,BAD
5442,33,9.22,OTHERS,RURAL,MARRIED,FEMALE,GOOD
5443,40,8.66,PARENTS,RURAL,MARRIED,FEMALE,GOOD
5444,46,15.04,RENT,RURAL,MARRIED,MALE,GOOD
5445,32,5.35,OWNED,RURAL,MARRIED,FEMALE,GOOD
5446,46,4.21,OTHERS,RURAL,MARRIED,FEMALE,GOOD
5447,39,4.43,OWNED,URBAN,MARRIED,FEMALE,GOOD
5448,35,3.21,PARENTS,URBAN,MARRIED,MALE,BAD
5449,41,4.01,OWNED,RURAL,MARRIED,MALE,GOOD
5450,37,5.18,OWNED,URBAN,MARRIED,FEMALE,GOOD
5451,43,5.45,OWNED,URBAN,MARRIED,MALE,GOOD
5452,36,10.75,RENT,URBAN,MARRIED,MALE,BAD
5453,38,3.64,OWNED,URBAN,MARRIED,FEMALE,GOOD
5454,33,5.86,OWNED,URBAN,MARRIED,MALE,BAD
5455,43,6.49,OWNED,URBAN,SINGLE,FEMALE,GOOD
5456,43,4.32,OWNED,URBAN,MARRIED,MALE,GOOD
5457,42,5.42,OTHERS,URBAN,MARRIED,MALE,BAD
5458,35,7.85,OWNED,RURAL,MARRIED,MALE,GOOD
5459,42,8.1,OWNED,RURAL,MARRIED,MALE,GOOD
5460,38,12,PARENTS,URBAN,MARRIED,MALE,BAD
5461,36,3.65,OWNED,RURAL,MARRIED,FEMALE,GOOD
5462,34,9.63,RENT,URBAN,MARRIED,MALE,BAD
5463,34,6.42,RENT,RURAL,MARRIED,MALE,BAD
5464,42,3.44,OWNED,RURAL,MARRIED,FEMALE,GOOD
5465,33,5.58,RENT,URBAN,MARRIED,FEMALE,BAD
5466,40,4.42,OWNED,URBAN,MARRIED,MALE,GOOD
5467,48,9.3,OWNED,URBAN,MARRIED,FEMALE,GOOD
5468,43,5.46,OWNED,URBAN,MARRIED,FEMALE,GOOD
5469,41,7.6,OWNED,URBAN,MARRIED,MALE,GOOD
5470,43,3.67,OWNED,URBAN,MARRIED,MALE,BAD
5471,46,7.8,OWNED,URBAN,MARRIED,MALE,GOOD
5472,38,7.52,OWNED,URBAN,MARRIED,MALE,GOOD
5473,39,4.49,OWNED,RURAL,MARRIED,MALE,GOOD
5474,41,8.68,PARENTS,URBAN,MARRIED,MALE,GOOD
5475,36,4.83,RENT,URBAN,MARRIED,MALE,GOOD
5476,45,5.15,OWNED,RURAL,MARRIED,MALE,GOOD
5477,39,4.01,PARENTS,URBAN,MARRIED,FEMALE,BAD
5478,41,8.29,RENT,RURAL,MARRIED,MALE,BAD
5479,38,6.08,OWNED,RURAL,MARRIED,MALE,GOOD
5480,44,6.59,OWNED,RURAL,MARRIED,FEMALE,GOOD
5481,34,6.64,OWNED,URBAN,SINGLE,MALE,GOOD
5482,46,7.25,RENT,RURAL,MARRIED,FEMALE,GOOD
5483,38,5.22,OWNED,URBAN,MARRIED,MALE,GOOD
5484,41,6.45,RENT,URBAN,MARRIED,FEMALE,GOOD
5485,39,3.98,RENT,URBAN,SINGLE,MALE,BAD
5486,34,8.28,RENT,URBAN,MARRIED,FEMALE,BAD
5487,40,3.75,PARENTS,URBAN,SINGLE,MALE,BAD
5488,49,6.5,OWNED,RURAL,MARRIED,MALE,GOOD
5489,39,7.65,RENT,URBAN,SINGLE,FEMALE,BAD
5490,43,8.56,OWNED,URBAN,SINGLE,MALE,GOOD
5491,40,6.12,RENT,URBAN,SINGLE,FEMALE,GOOD
5492,42,11.54,OWNED,URBAN,MARRIED,FEMALE,GOOD
5493,35,7.64,OWNED,URBAN,MARRIED,MALE,GOOD
5494,37,9.43,OWNED,URBAN,MARRIED,FEMALE,GOOD
5495,44,14.85,OWNED,URBAN,MARRIED,MALE,GOOD
5496,39,4.83,OWNED,URBAN,MARRIED,FEMALE,GOOD
5497,39,6.63,OWNED,URBAN,MARRIED,MALE,GOOD
5498,33,8.29,OWNED,URBAN,MARRIED,MALE,GOOD
5499,42,3.4,PARENTS,RURAL,MARRIED,FEMALE,BAD
5500,47,4.51,PARENTS,URBAN,MARRIED,FEMALE,GOOD
5501,46,8.32,OWNED,URBAN,SINGLE,FEMALE,GOOD
5502,43,9.56,OWNED,RURAL,SINGLE,FEMALE,GOOD
5503,38,3.42,RENT,URBAN,MARRIED,MALE,BAD
5504,43,4.22,OWNED,URBAN,MARRIED,FEMALE,GOOD
5505,39,4.1,OWNED,RURAL,MARRIED,MALE,GOOD
5506,42,12.97,OWNED,URBAN,MARRIED,MALE,GOOD
5507,40,4.19,RENT,URBAN,MARRIED,FEMALE,BAD
5508,34,9.98,RENT,RURAL,MARRIED,FEMALE,BAD
5509,35,4.82,PARENTS,RURAL,MARRIED,MALE,BAD
5510,41,4.02,OWNED,RURAL,MARRIED,FEMALE,GOOD
5511,39,16.21,OWNED,RURAL,MARRIED,FEMALE,GOOD
5512,44,6.6,OWNED,URBAN,MARRIED,MALE,GOOD
5513,34,7.66,RENT,URBAN,MARRIED,MALE,BAD
5514,35,10.84,RENT,URBAN,MARRIED,FEMALE,GOOD
5515,39,3.94,OWNED,RURAL,MARRIED,MALE,BAD
5516,41,7.17,RENT,URBAN,MARRIED,MALE,BAD
5517,41,6.85,OWNED,URBAN,MARRIED,FEMALE,GOOD
5518,41,6.82,PARENTS,RURAL,MARRIED,FEMALE,GOOD
5519,46,4.02,PARENTS,RURAL,MARRIED,FEMALE,BAD
5520,46,5.36,OTHERS,URBAN,MARRIED,MALE,BAD
5521,40,5.28,OWNED,RURAL,MARRIED,FEMALE,GOOD
5522,39,4.42,OWNED,URBAN,MARRIED,MALE,GOOD
5523,34,6.6,OTHERS,URBAN,MARRIED,MALE,BAD
5524,38,6.75,RENT,RURAL,MARRIED,FEMALE,BAD
5525,35,7.56,OTHERS,URBAN,MARRIED,MALE,GOOD
5526,34,4.79,OWNED,RURAL,MARRIED,MALE,BAD
5527,43,5.1,OWNED,URBAN,MARRIED,MALE,GOOD
5528,40,5.85,RENT,RURAL,MARRIED,FEMALE,BAD
5529,39,4.55,PARENTS,RURAL,MARRIED,FEMALE,BAD
5530,43,6.5,OWNED,RURAL,MARRIED,FEMALE,GOOD
5531,42,4.87,OWNED,URBAN,MARRIED,MALE,GOOD
5532,37,6.38,PARENTS,URBAN,MARRIED,MALE,BAD
5533,42,8.82,PARENTS,RURAL,MARRIED,MALE,BAD
5534,42,6.32,OTHERS,RURAL,MARRIED,FEMALE,GOOD
5535,41,6.98,OWNED,URBAN,MARRIED,MALE,GOOD
5536,47,8.98,OWNED,RURAL,MARRIED,MALE,GOOD
5537,41,5.03,OWNED,URBAN,SINGLE,FEMALE,GOOD
5538,37,6.83,OWNED,RURAL,MARRIED,FEMALE,GOOD
5539,40,12.62,OWNED,URBAN,MARRIED,MALE,GOOD
5540,43,5.24,RENT,RURAL,MARRIED,MALE,BAD
5541,42,8.46,OWNED,URBAN,MARRIED,MALE,GOOD
5542,38,7.9,OTHERS,URBAN,MARRIED,FEMALE,GOOD
5543,34,5.16,OWNED,URBAN,MARRIED,FEMALE,GOOD
5544,37,8.62,OWNED,RURAL,MARRIED,FEMALE,GOOD
5545,41,7.11,OWNED,RURAL,MARRIED,FEMALE,GOOD
5546,38,4.24,RENT,RURAL,MARRIED,MALE,BAD
5547,39,7.37,OWNED,URBAN,MARRIED,FEMALE,GOOD
5548,47,9.14,OWNED,RURAL,MARRIED,FEMALE,GOOD
5549,38,8.06,PARENTS,RURAL,MARRIED,FEMALE,GOOD
5550,39,7.61,OWNED,URBAN,MARRIED,MALE,GOOD
5551,29,9.1,OWNED,URBAN,SINGLE,MALE,GOOD
5552,39,7.07,OWNED,URBAN,MARRIED,FEMALE,GOOD
5553,42,10.75,OWNED,URBAN,MARRIED,MALE,GOOD
5554,37,10.24,OWNED,RURAL,MARRIED,MALE,GOOD
5555,37,3.5,RENT,URBAN,MARRIED,MALE,BAD
5556,43,4.74,OTHERS,URBAN,MARRIED,FEMALE,GOOD
5557,42,4.98,OWNED,URBAN,MARRIED,FEMALE,GOOD
5558,43,8.47,RENT,URBAN,MARRIED,MALE,BAD
5559,44,8.73,OWNED,URBAN,MARRIED,FEMALE,GOOD
5560,44,4.67,OTHERS,RURAL,MARRIED,FEMALE,GOOD
5561,39,4.87,OWNED,URBAN,MARRIED,MALE,GOOD
5562,41,13.3,OWNED,URBAN,MARRIED,FEMALE,GOOD
5563,36,6.05,RENT,URBAN,MARRIED,MALE,BAD
5564,37,4.29,RENT,URBAN,SINGLE,MALE,BAD
5565,47,7.05,OWNED,URBAN,MARRIED,MALE,GOOD
5566,44,5.1,PARENTS,URBAN,SINGLE,FEMALE,GOOD
5567,37,10.79,OWNED,RURAL,MARRIED,MALE,GOOD
5568,37,6.18,OWNED,URBAN,MARRIED,MALE,BAD
5569,35,10.36,OWNED,URBAN,MARRIED,FEMALE,GOOD
5570,44,4.22,OWNED,URBAN,MARRIED,MALE,GOOD
5571,40,8.02,OTHERS,RURAL,MARRIED,MALE,BAD
5572,48,9.8,RENT,URBAN,MARRIED,MALE,BAD
5573,38,7.47,PARENTS,RURAL,MARRIED,FEMALE,BAD
5574,41,5.89,OWNED,URBAN,MARRIED,MALE,GOOD
5575,34,4.99,PARENTS,URBAN,MARRIED,MALE,BAD
5576,36,6.31,OWNED,URBAN,MARRIED,FEMALE,GOOD
5577,45,7.58,OWNED,URBAN,MARRIED,FEMALE,GOOD
5578,40,14.37,OWNED,URBAN,MARRIED,MALE,GOOD
5579,38,6.28,PARENTS,RURAL,MARRIED,MALE,BAD
5580,36,4.11,OWNED,URBAN,SINGLE,MALE,GOOD
5581,34,4.48,OWNED,RURAL,MARRIED,FEMALE,GOOD
5582,39,8.31,OWNED,URBAN,SINGLE,MALE,GOOD
5583,42,3.28,OTHERS,URBAN,MARRIED,FEMALE,BAD
5584,37,9.34,PARENTS,URBAN,MARRIED,MALE,BAD
5585,33,6.73,OWNED,RURAL,MARRIED,FEMALE,GOOD
5586,38,4.78,RENT,URBAN,MARRIED,MALE,BAD
5587,47,3.61,PARENTS,URBAN,MARRIED,FEMALE,BAD
5588,43,4.34,OWNED,URBAN,MARRIED,FEMALE,GOOD
5589,39,12.22,OWNED,URBAN,MARRIED,FEMALE,GOOD
5590,37,5.12,RENT,URBAN,MARRIED,MALE,GOOD
5591,40,7.98,RENT,RURAL,MARRIED,FEMALE,BAD
5592,39,6.92,RENT,URBAN,MARRIED,FEMALE,BAD
5593,39,4.8,OWNED,URBAN,MARRIED,FEMALE,GOOD
5594,42,6.83,OTHERS,URBAN,MARRIED,FEMALE,GOOD
5595,36,7.04,OWNED,RURAL,MARRIED,FEMALE,GOOD
5596,42,7.03,PARENTS,URBAN,MARRIED,MALE,BAD
5597,39,8.45,OWNED,RURAL,MARRIED,MALE,GOOD
5598,38,4.38,PARENTS,URBAN,MARRIED,MALE,BAD
5599,39,7.89,OWNED,RURAL,MARRIED,MALE,GOOD
5600,36,10.34,OWNED,RURAL,MARRIED,MALE,GOOD
5601,42,6.97,RENT,URBAN,MARRIED,FEMALE,BAD
5602,38,4.34,RENT,URBAN,MARRIED,MALE,BAD
5603,37,7.11,PARENTS,URBAN,MARRIED,FEMALE,BAD
5604,47,3.23,OWNED,RURAL,MARRIED,FEMALE,GOOD
5605,37,6.17,RENT,URBAN,MARRIED,FEMALE,BAD
5606,34,6.9,OWNED,URBAN,MARRIED,MALE,GOOD
5607,39,7.89,RENT,URBAN,MARRIED,MALE,BAD
5608,45,5.65,OWNED,URBAN,MARRIED,MALE,GOOD
5609,40,7.13,OWNED,RURAL,MARRIED,MALE,GOOD
5610,36,5.24,OWNED,URBAN,MARRIED,FEMALE,GOOD
5611,41,4.85,RENT,URBAN,MARRIED,MALE,BAD
5612,35,7.49,OTHERS,URBAN,MARRIED,MALE,BAD
5613,44,6.84,OWNED,URBAN,MARRIED,MALE,GOOD
5614,41,6.23,RENT,URBAN,MARRIED,MALE,BAD
5615,42,6.17,RENT,URBAN,MARRIED,MALE,BAD
5616,43,4.68,PARENTS,URBAN,MARRIED,MALE,BAD
5617,42,5.65,OWNED,URBAN,MARRIED,FEMALE,GOOD
5618,41,5.36,RENT,RURAL,MARRIED,FEMALE,BAD
5619,42,4.18,OWNED,RURAL,MARRIED,MALE,GOOD
5620,47,4.17,OWNED,URBAN,MARRIED,MALE,GOOD
5621,44,4.21,PARENTS,RURAL,MARRIED,MALE,BAD
5622,40,4.27,OTHERS,URBAN,MARRIED,MALE,BAD
5623,31,7.29,OWNED,URBAN,MARRIED,FEMALE,GOOD
5624,42,4.78,RENT,URBAN,MARRIED,MALE,BAD
5625,47,10.29,OWNED,RURAL,MARRIED,MALE,GOOD
5626,39,8.8,OWNED,RURAL,MARRIED,FEMALE,GOOD
5627,39,6,OWNED,RURAL,MARRIED,MALE,GOOD
5628,42,8.47,OWNED,URBAN,MARRIED,FEMALE,GOOD
5629,33,6.84,RENT,RURAL,MARRIED,MALE,BAD
5630,38,3.98,RENT,URBAN,SINGLE,MALE,GOOD
5631,39,4.61,OWNED,URBAN,MARRIED,FEMALE,GOOD
5632,40,5.99,RENT,URBAN,MARRIED,MALE,GOOD
5633,36,5.84,OWNED,RURAL,MARRIED,MALE,BAD
5634,37,4.43,OWNED,RURAL,MARRIED,FEMALE,GOOD
5635,33,5.87,OWNED,URBAN,MARRIED,FEMALE,GOOD
5636,43,4.97,OWNED,RURAL,MARRIED,FEMALE,GOOD
5637,44,17.2,OWNED,URBAN,MARRIED,FEMALE,GOOD
5638,43,4.48,OWNED,RURAL,MARRIED,FEMALE,GOOD
5639,39,4.14,OTHERS,RURAL,MARRIED,MALE,BAD
5640,45,14.87,RENT,RURAL,MARRIED,FEMALE,GOOD
5641,38,11.94,PARENTS,URBAN,MARRIED,MALE,GOOD
5642,37,3.96,PARENTS,RURAL,MARRIED,MALE,BAD
5643,39,17.35,PARENTS,URBAN,MARRIED,FEMALE,GOOD
5644,34,8.19,PARENTS,URBAN,SINGLE,FEMALE,GOOD
5645,41,9.49,OWNED,RURAL,MARRIED,MALE,GOOD
5646,36,3.43,OWNED,URBAN,MARRIED,FEMALE,GOOD
5647,39,5.76,PARENTS,RURAL,MARRIED,FEMALE,BAD
